Chr,Start,Strand,GeneId,X_ji,C_j,Rho_ji,Predicted_Zeta,Loss,GLM_Combined_Zeta,Loss_InPlace
20,50937116,0,ENSG00000000419,0.0,0.0402317712767306,-0.5635130757116845,0.5692058838819777,0.0706805260029119,0.339903316380376,0.07068052600291196
20,50937117,0,ENSG00000000419,0.0,0.0402317712767306,-0.5567838731081594,0.5730491019919676,0.0702064991235158,0.630476951184364,0.07020649912351581
20,50937118,0,ENSG00000000419,0.0,0.0402317712767306,1.1625594800420516,3.198108304119548,0.0125798651737051,1.14799429925606,0.012579865173705108
20,50937119,0,ENSG00000000419,0.0,0.0402317712767306,-0.2199126283879988,0.8025889183867404,0.0501274941069448,0.364640189167133,0.050127494106944885
20,50937120,0,ENSG00000000419,0.0,0.0402317712767306,1.3504671246820292,3.859227850292664,0.0104248240418558,1.1513633610878,0.010424824041855843
20,50937121,0,ENSG00000000419,0.0,0.0402317712767306,-0.0442642172638327,0.9567011471166904,0.042052600645438,0.30292008381196,0.04205260064543799
20,50937122,0,ENSG00000000419,0.0,0.0402317712767306,-0.1041428939770002,0.9010965269547642,0.0446475711239205,0.346948466610319,0.044647571123920524
20,50937123,0,ENSG00000000419,0.0,0.0402317712767306,0.0862062961956659,1.0900311743963198,0.0369088262994053,0.346848644201452,0.03690882629940536
20,50937124,0,ENSG00000000419,0.0,0.0402317712767306,-0.0127921789425387,0.987289293206388,0.0407497291356935,0.643334493244941,0.04074972913569352
20,50937125,0,ENSG00000000419,0.0,0.0402317712767306,1.424566006752881,4.156053752039681,0.0096802817473152,1.17135785319172,0.009680281747315207
20,50937126,0,ENSG00000000419,0.0,0.0402317712767306,-0.0134488020713411,0.9866412290119038,0.0407764951369625,0.465891024215744,0.0407764951369625
20,50937127,0,ENSG00000000419,0.0,0.0402317712767306,1.81093802067867,6.116181847357485,0.0065779226780369,2.48362798626239,0.006577922678036929
20,50937128,0,ENSG00000000419,0.0,0.0402317712767306,2.018866941080909,7.529788404469381,0.0053430148518981,2.03468811548901,0.00534301485189818
20,50937129,0,ENSG00000000419,0.0,0.0402317712767306,0.6562089696973737,1.9274713638117265,0.02087282438125,0.569845417556418,0.020872824381250002
20,50937130,0,ENSG00000000419,0.0,0.0402317712767306,-0.6565106018453253,0.5186579848125312,0.077568980821287,0.156554887614903,0.077568980821287
20,50937131,0,ENSG00000000419,0.0,0.0402317712767306,1.4337742479207596,4.1945004388141305,0.0095915525254075,1.5068467708295,0.009591552525407514
20,50937132,0,ENSG00000000419,0.0,0.0402317712767306,1.808615647001281,6.101994268435605,0.0065932168250044,1.71514779301857,0.006593216825004492
20,50937133,0,ENSG00000000419,0.0,0.0402317712767306,1.3356539405832766,3.8024817306739376,0.0105803983099216,1.15380382318606,0.010580398309921682
20,50937134,0,ENSG00000000419,0.0,0.0402317712767306,-0.1326665836943627,0.8757570351120707,0.0459394211678609,0.42817476140452,0.04593942116786094
20,50937135,0,ENSG00000000419,0.0,0.0402317712767306,1.5895153931345418,4.901373113644021,0.0082082653868437,2.03973299550415,0.008208265386843711
20,50937136,0,ENSG00000000419,0.0,0.0402317712767306,1.3748281729570542,3.9543971921652057,0.0101739327947231,1.16821689334436,0.010173932794723119
20,50937137,0,ENSG00000000419,0.0,0.0402317712767306,-0.1511982757029968,0.8596772286528723,0.0467986936675924,0.358393698029521,0.04679869366759245
20,50937138,0,ENSG00000000419,0.0,0.0402317712767306,0.993042484871879,2.699434981154241,0.0149037748853384,1.21139405597333,0.01490377488533843
20,50937139,0,ENSG00000000419,0.0,0.0402317712767306,-1.2235979589340409,0.2941698495403777,0.136763748356911,0.263773466073801,0.13676374835691107
20,50937140,0,ENSG00000000419,0.0,0.0402317712767306,-1.307286311913638,0.2705532582477921,0.1487018546266534,0.317001212190284,0.14870185462665342
20,50937141,0,ENSG00000000419,0.0,0.0402317712767306,1.003022604801268,2.7265105499866493,0.0147557731903614,1.5964568362168,0.014755773190361435
20,50937142,0,ENSG00000000419,0.0,0.0402317712767306,0.4536786681095268,1.5740921102069638,0.0255587147765075,1.06320679542775,0.025558714776507504
20,50937143,0,ENSG00000000419,0.0,0.0402317712767306,-1.096984666825118,0.3338763157127842,0.1204990272845224,0.152845840668611,0.1204990272845224
20,50937144,0,ENSG00000000419,0.0,0.0402317712767306,0.4041353956926344,1.4980067568904536,0.0268568690305798,0.471063601141012,0.026856869030579867
20,50937145,0,ENSG00000000419,0.0,0.0402317712767306,0.0812891322710459,1.0846844685164412,0.0370907599808789,0.817883449580896,0.037090759980878976
20,50937146,0,ENSG00000000419,0.0,0.0402317712767306,0.467141022525712,1.5954263786108418,0.0252169400080754,1.24809926963269,0.02521694000807541
20,50937147,0,ENSG00000000419,0.773947660874435,0.0402317712767306,-0.8800038795521841,0.4147813025127518,1.9026880842565388,0.232281280480677,1.9026880842565388
20,50937148,0,ENSG00000000419,0.0,0.0402317712767306,-1.239620641817518,0.2894940190356624,0.138972720095383,0.324904763705224,0.13897272009538306
20,50937149,0,ENSG00000000419,0.0,0.0402317712767306,0.3018481801017494,1.3523558965886588,0.029749396130276,0.800266696603998,0.029749396130276017
20,50937150,0,ENSG00000000419,0.0,0.0402317712767306,-1.7108952872793888,0.18070393823761,0.2226391503644448,0.134537969042376,0.2226391503644448
20,50937151,0,ENSG00000000419,0.0,0.0402317712767306,-0.0176408645255826,0.9825138245729188,0.0409477915430031,2.26030368456184,0.040947791543003105
20,50937152,0,ENSG00000000419,0.0,0.0402317712767306,0.6219636831561528,1.862581973938922,0.021600000343421,1.60970406154356,0.021600000343421064
20,50937153,0,ENSG00000000419,0.0,0.0402317712767306,0.5560063083137908,1.7436947967589764,0.0230727139586066,1.00767539592014,0.02307271395860664
