Chr,Start,Strand,GeneId,X_ji,C_j,Rho_ji,Predicted_Zeta,Loss,GLM_Combined_Zeta,Loss_InPlace
20,50937116,0,ENSG00000000419,0.0,0.0402317712767306,-1.2778661018207484,0.2786312372173097,0.1443907426838617,0.339903316380376,0.14439074268386173
20,50937117,0,ENSG00000000419,0.0,0.0402317712767306,-1.2747889078635923,0.2794899601276123,0.1439471072891533,0.630476951184364,0.14394710728915333
20,50937118,0,ENSG00000000419,0.0,0.0402317712767306,0.545625211522539,1.7256869645448305,0.0233134815892534,1.14799429925606,0.023313481589253466
20,50937119,0,ENSG00000000419,0.0,0.0402317712767306,-1.2686502797823564,0.2812109218129279,0.1430661761547593,0.364640189167133,0.14306617615475933
20,50937120,0,ENSG00000000419,0.0,0.0402317712767306,0.5517527194702833,1.7362935880336117,0.0231710648210674,1.1513633610878,0.02317106482106745
20,50937121,0,ENSG00000000419,0.0,0.0402317712767306,-1.2625345081363526,0.2829360133511414,0.1421938861731272,0.30292008381196,0.14219388617312723
20,50937122,0,ENSG00000000419,0.0,0.0402317712767306,-1.259485884023703,0.2837998950600005,0.1417610505748244,0.346948466610319,0.14176105057482444
20,50937123,0,ENSG00000000419,0.0,0.0402317712767306,-1.2564437649159492,0.2846645626876591,0.1413304518724864,0.346848644201452,0.1413304518724864
20,50937124,0,ENSG00000000419,0.0,0.0402317712767306,-1.2534084307508169,0.2855299274315717,0.1409021171217587,0.643334493244941,0.14090211712175876
20,50937125,0,ENSG00000000419,0.0,0.0402317712767306,0.5669619606612437,1.762903138584776,0.0228213169493973,1.17135785319172,0.022821316949397392
20,50937126,0,ENSG00000000419,0.0,0.0402317712767306,-1.2473591375048017,0.2872624165773479,0.1400523317880599,0.465891024215744,0.14005233178805987
20,50937127,0,ENSG00000000419,0.0,0.0402317712767306,0.5729963973893973,1.7735734282469944,0.0226840178342634,2.48362798626239,0.02268401783426346
20,50937128,0,ENSG00000000419,0.0,0.0402317712767306,0.576002028447204,1.7789121547282052,0.022615940404813,2.03468811548901,0.022615940404813017
20,50937129,0,ENSG00000000419,0.0,0.0402317712767306,0.5789996038466005,1.7842525782030756,0.0225482489240666,0.569845417556418,0.022548248924066625
20,50937130,0,ENSG00000000419,0.0,0.0402317712767306,-1.2353532175932642,0.290732052553575,0.1383809281548577,0.156554887614903,0.13838092815485778
20,50937131,0,ENSG00000000419,0.0,0.0402317712767306,-0.105548506039131,0.8998308245590018,0.0447103724152234,1.5068467708295,0.04471037241522349
20,50937132,0,ENSG00000000419,0.0,0.0402317712767306,0.587941548666073,1.800278812366314,0.0223475225061663,1.71514779301857,0.022347522506166336
20,50937133,0,ENSG00000000419,0.0,0.0402317712767306,0.5909044578735858,1.8056207850175197,0.022281406821721,1.15380382318606,0.022281406821721007
20,50937134,0,ENSG00000000419,0.0,0.0402317712767306,-1.2234839793702414,0.2942033808024142,0.1367481609728682,0.42817476140452,0.13674816097286827
20,50937135,0,ENSG00000000419,0.0,0.0402317712767306,0.5968022808117106,1.816301482171241,0.0221503817904926,2.03973299550415,0.02215038179049261
20,50937136,0,ENSG00000000419,0.0,0.0402317712767306,0.5997367328086773,1.8216391594313084,0.0220854778337606,1.16821689334436,0.022085477833760685
20,50937137,0,ENSG00000000419,0.0,0.0402317712767306,-1.2146808447076225,0.2968047259784723,0.1355496316445064,0.358393698029521,0.13554963164450645
20,50937138,0,ENSG00000000419,0.0,0.0402317712767306,0.6055756183020591,1.832306614611397,0.0219568990014605,1.21139405597333,0.02195689900146058
20,50937139,0,ENSG00000000419,0.0,0.0402317712767306,-1.208862407101076,0.298536699561807,0.1347632345898608,0.263773466073801,0.1347632345898608
20,50937140,0,ENSG00000000419,0.0,0.0402317712767306,-1.2059689171621184,0.2994017634216396,0.1343738621207559,0.317001212190284,0.13437386212075597
20,50937141,0,ENSG00000000419,0.0,0.0402317712767306,-0.0762622524118866,0.926573178642558,0.0434199609961413,1.5964568362168,0.04341996099614137
20,50937142,0,ENSG00000000419,0.0,0.0402317712767306,0.6171275601595878,1.8535960444654884,0.0217047136008169,1.06320679542775,0.02170471360081696
20,50937143,0,ENSG00000000419,0.0,0.0402317712767306,-1.1973539922823302,0.3019922294361024,0.1332212135121944,0.152845840668611,0.13322121351219443
20,50937144,0,ENSG00000000419,0.0,0.0402317712767306,0.0889041636221958,1.0929759044551803,0.0368093853787061,0.471063601141012,0.03680938537870612
